FIRST_OCCURRENCE_DATE,OFFENSE_TYPE_ID,OFFENSE_CATEGORY_ID,GEO_LON,GEO_LAT,DISTRICT_ID,NEIGHBORHOOD_ID,DAY
2009-01-03 18:29:00,violation-of-restraining-order,all-other-crimes,-104.95446969999999,39.739211,2,congress-park,Saturday
2009-01-03 18:30:00,criminal-mischief-mtr-veh,public-disorder,-104.9633462,39.72841079999999,3,country-club,Saturday
2009-01-03 18:59:59,burglary-residence-no-force,burglary,-104.8920137,39.7133077,3,lowry-field,Saturday
2009-01-03 18:59:59,theft-items-from-vehicle,theft-from-motor-vehicle,-105.02327859999998,39.7750471,1,sunnyside,Saturday
2009-01-03 18:59:59,theft-of-motor-vehicle,auto-theft,-105.06029270000002,39.652057,4,bear-valley,Saturday
2009-01-03 18:59:59,theft-of-motor-vehicle,auto-theft,-104.89865549999999,39.6542155,3,hampden,Saturday
2009-01-03 19:09:59,theft-shoplift,larceny,-104.8980327,39.7662239,5,stapleton,Saturday
2009-01-03 19:19:59,theft-of-motor-vehicle,auto-theft,-104.9243091,39.766402,2,northeast-park-hill,Saturday
2009-01-03 19:50:00,theft-of-motor-vehicle,auto-theft,-104.837397,39.77725529999999,5,montbello,Saturday
2009-01-03 20:00:00,robbery-street,robbery,-104.99796540000001,39.7487028,6,union-station,Saturday
2009-01-03 21:00:00,theft-of-motor-vehicle,auto-theft,-104.9955726,39.7337886,1,lincoln-park,Saturday
2009-01-03 21:00:00,theft-of-motor-vehicle,auto-theft,-105.00982590000001,39.7665311,1,highland,Saturday
2009-01-03 21:00:00,theft-items-from-vehicle,theft-from-motor-vehicle,-105.0198544,39.727512899999994,1,sun-valley,Saturday
2009-01-03 21:30:00,sex-aslt-w-object,sexual-assault,-105.0266043,39.7899094,1,regis,Saturday
2009-01-03 21:45:00,theft-items-from-vehicle,theft-from-motor-vehicle,-104.9871933,39.718515999999994,3,speer,Saturday
2009-01-03 21:59:59,criminal-mischief-other,public-disorder,-104.98855159999998,39.758946,6,five-points,Saturday
2009-01-03 21:59:59,criminal-mischief-mtr-veh,public-disorder,-104.95974199999999,39.670114,3,university,Saturday
2009-01-03 21:59:59,drug-cocaine-possess,drug-alcohol,-104.88499170000001,39.7370126,2,east-colfax,Saturday
2009-01-03 22:30:00,theft-from-bldg,larceny,-104.8900994,39.7123068,3,lowry-field,Saturday
2009-01-03 23:00:00,theft-of-motor-vehicle,auto-theft,-105.04521310000001,39.7792654,1,berkeley,Saturday
2009-01-03 23:00:00,burglary-residence-no-force,burglary,-104.9853785,39.7153757,3,speer,Saturday
2009-01-03 23:00:00,criminal-mischief-mtr-veh,public-disorder,-104.98451010000001,39.728579499999995,6,capitol-hill,Saturday
2009-01-03 23:10:00,drug-pcs-other-drug,drug-alcohol,-104.88433429999999,39.6527,3,hampden-south,Saturday
2009-01-03 23:29:59,theft-of-motor-vehicle,auto-theft,-104.9890933,39.741719200000006,6,cbd,Saturday
2009-01-03 23:45:00,theft-of-motor-vehicle,auto-theft,-104.98196850000001,39.743919899999995,6,north-capitol-hill,Saturday
2009-01-04 00:00:00,burglary-residence-no-force,burglary,-105.0284538,39.76149,1,west-highland,Sunday
2009-01-04 00:00:00,theft-parts-from-vehicle,theft-from-motor-vehicle,-104.7070821,39.8366369,7,dia,Sunday
2009-01-04 00:29:00,aggravated-assault-dv,aggravated-assault,-105.04023719999999,39.7301941,1,villa-park,Sunday
2009-01-04 00:40:00,assault-simple,other-crimes-against-persons,-105.00644750000001,39.7790187,1,sunnyside,Sunday
2009-01-04 00:59:59,aggravated-assault,aggravated-assault,-104.98055579999999,39.6965025,3,washington-park-west,Sunday
2009-01-04 00:59:59,criminal-mischief-other,public-disorder,-104.9834037,39.7339774,6,capitol-hill,Sunday
2009-01-04 01:19:59,robbery-residence,robbery,-104.93638179999999,39.6943774,3,virginia-village,Sunday
2009-01-04 01:30:00,aggravated-assault-dv,aggravated-assault,-104.9872433,39.73404910000001,6,capitol-hill,Sunday
2009-01-04 01:30:00,criminal-mischief-mtr-veh,public-disorder,-105.0221826,39.7328098,1,sun-valley,Sunday
2009-01-04 01:30:00,criminal-mischief-mtr-veh,public-disorder,-104.7638572,39.791283299999996,5,gateway-green-valley-ranch,Sunday
2009-01-04 02:00:00,theft-items-from-vehicle,theft-from-motor-vehicle,-105.03979960000001,39.7323996,1,villa-park,Sunday
2009-01-04 02:15:00,aggravated-assault,aggravated-assault,-104.9995719,39.7473508,6,union-station,Sunday
2009-01-04 02:29:59,criminal-mischief-other,public-disorder,-104.97446000000001,39.7379349,6,capitol-hill,Sunday
2009-01-04 03:00:00,arson-vehicle,arson,-105.04762859999998,39.6745701,4,harvey-park,Sunday
2009-01-04 03:00:00,theft-other,larceny,-104.86874309999999,39.6570237,3,hampden,Sunday
2009-01-04 03:00:00,theft-shoplift,larceny,-105.0525591,39.6824653,4,mar-lee,Sunday
2009-01-04 03:14:59,criminal-mischief-mtr-veh,public-disorder,-105.0131998,39.7908924,1,chaffee-park,Sunday
2009-01-04 03:34:59,theft-items-from-vehicle,theft-from-motor-vehicle,-104.91927109999999,39.7042377,3,washington-virginia-vale,Sunday
2009-01-04 03:59:59,violation-of-restraining-order,all-other-crimes,-104.89905149999998,39.639900399999995,3,hampden-south,Sunday
2009-01-04 04:54:59,aggravated-assault,aggravated-assault,-104.92529209999998,39.7706015,2,northeast-park-hill,Sunday
2009-01-04 05:06:00,criminal-mischief-other,public-disorder,-105.0518543,39.701037400000004,4,westwood,Sunday
2009-01-04 07:50:00,aggravated-assault,aggravated-assault,-104.9820034,39.730050899999995,6,capitol-hill,Sunday
2009-01-04 08:00:00,criminal-mischief-mtr-veh,public-disorder,-105.07016370000001,39.6176009,4,marston,Sunday
2009-01-04 08:00:00,theft-items-from-vehicle,theft-from-motor-vehicle,-105.07016370000001,39.6176009,4,marston,Sunday
2009-01-04 09:45:00,theft-bicycle,larceny,-104.9897361,39.744766399999996,6,cbd,Sunday
2009-01-04 10:30:00,robbery-street,robbery,-104.9880559,39.7547354,6,five-points,Sunday
2009-01-04 10:50:00,theft-from-bldg,larceny,-104.903897,39.7270951,2,montclair,Sunday
2009-01-04 11:00:00,theft-items-from-vehicle,theft-from-motor-vehicle,-104.9963514,39.7446659,6,cbd,Sunday
2009-01-04 11:00:00,theft-other,larceny,-104.6736941,39.8587042,7,dia,Sunday
2009-01-04 12:00:00,forgery-checks,white-collar-crime,-104.98713290000002,39.7214313,3,speer,Sunday
2009-01-04 12:59:59,theft-from-bldg,larceny,-104.989635,39.718103899999996,3,baker,Sunday
2009-01-04 12:59:59,assault-simple,other-crimes-against-persons,-104.9631267,39.7394293,6,cheesman-park,Sunday
2009-01-04 14:00:00,criminal-mischief-mtr-veh,public-disorder,-104.8254918,39.795792299999995,5,montbello,Sunday
2009-01-04 14:00:00,robbery-business,robbery,-105.02465420000001,39.662433,4,college-view-south-platte,Sunday
2009-01-04 14:00:00,fraud-identity-theft,white-collar-crime,-105.0528537,39.699248499999996,4,westwood,Sunday
2009-01-04 14:29:59,theft-items-from-vehicle,theft-from-motor-vehicle,-104.94591100000001,39.7679579,2,clayton,Sunday
2009-01-04 15:00:00,drug-fraud-to-obtain,drug-alcohol,-104.96681409999998,39.7464602,6,city-park-west,Sunday
2009-01-04 15:30:00,theft-of-motor-vehicle,auto-theft,-104.8978406,39.7343338,2,east-colfax,Sunday
2009-01-04 15:30:00,theft-items-from-vehicle,theft-from-motor-vehicle,-105.00313490000002,39.750429600000004,6,union-station,Sunday
2009-01-04 15:40:00,theft-from-bldg,larceny,-104.89708999999999,39.7670508,5,stapleton,Sunday
2009-01-04 16:15:00,robbery-residence,robbery,-105.0099142,39.7136906,4,valverde,Sunday
2009-01-04 16:30:00,theft-items-from-vehicle,theft-from-motor-vehicle,-104.9442121,39.702711,3,belcaro,Sunday
2009-01-04 17:00:00,threats-to-injure,public-disorder,-104.97246470000002,39.7588009,2,whittier,Sunday
2009-01-04 17:00:00,theft-from-bldg,larceny,-105.01629879999999,39.739407299999996,1,lincoln-park,Sunday
2009-01-04 17:29:59,theft-items-from-vehicle,theft-from-motor-vehicle,-104.996569,39.7534846,6,union-station,Sunday
2009-01-04 17:45:00,criminal-mischief-other,public-disorder,-104.7996662,39.7839495,5,gateway-green-valley-ranch,Sunday
2009-01-04 18:00:00,criminal-mischief-mtr-veh,public-disorder,-105.02843,39.7211401,4,barnum,Sunday
2009-01-04 18:00:00,theft-of-motor-vehicle,auto-theft,-104.8999922,39.658631400000004,3,hampden,Sunday
2009-01-04 18:00:00,theft-of-motor-vehicle,auto-theft,-105.00111640000002,39.782194399999995,1,sunnyside,Sunday
2009-01-04 18:00:00,theft-of-motor-vehicle,auto-theft,-104.9284118,39.7566653,2,north-park-hill,Sunday
2009-01-04 18:59:59,theft-of-motor-vehicle,auto-theft,-105.00824569999999,39.70780870000001,4,athmar-park,Sunday
2009-01-04 18:59:59,theft-items-from-vehicle,theft-from-motor-vehicle,-104.96999840000002,39.7552237,2,whittier,Sunday
